OBJECTID,SITE_NO,geo_point_2d
49297,40295,"-37.98616385715204, 145.24925286780726"
49311,1762,"-37.888914820664255, 144.7182339715159"
49324,1415,"-37.90278085051496, 145.15503989400554"
49357,2112,"-37.70276885025126, 145.16652591329049"
49359,40127,"-37.717019829678804, 144.87403996308484"
49362,40130,"-37.722634829319254, 144.86612996358068"
49367,40143,"-37.759986826620086, 144.82160596652082"
49374,5882,"-37.609628763403315, 143.8697051478392"
49378,1569,"-37.64702483840867, 145.00507894751317"
49431,1737,"-37.539126832881365, 144.9364139705144"
49438,1212,"-38.07507187077545, 145.43747782558418"
49502,1576,"-38.11821786309256, 145.32274484008158"
49504,5346,"-37.89632781722566, 144.67531997744473"
49514,2572,"-37.79421082425348, 144.78778496865104"
49522,3477,"-37.86451182376915, 144.77126896471012"
49527,501,"-38.36692383320245, 144.86296289428685"
49537,1149,"-37.86184881714197, 144.67608398094194"
49545,1218,"-37.836201819650434, 144.70880797820806"
49547,1632,"-37.824113829904945, 144.86406995325802"
49551,1636,"-37.824492829715545, 144.85835995365082"
49581,3974,"-37.82657683568473, 144.94699493790827"
49703,2028,"-37.658402841553894, 145.05597993785722"
49708,1360,"-37.80834383355743, 144.9266499432897"
49805,3165,"-37.47061680584088, 144.53394304697972"
49808,5846,"-37.59998676493392, 143.90000614362486"
49819,1351,"-37.809527820987576, 144.73944697614365"
49831,2067,"-38.14962286166147, 145.2920108427981"
49844,6145,"-36.118587965593626, 146.89427180392454"
49850,5362,"-38.199986801131296, 144.40000599354158"
49853,1422,"-38.06963986895135, 145.41290582986133"
49854,3469,"-37.90546982238599, 144.75258996283074"
49865,3761,"-37.82652183542762, 144.94979893781635"
49868,3625,"-37.829155833790416, 144.92008194214014"
47506,6663,"-38.236672941487264, 146.3948456386494"
47537,3519,"-37.74627483245278, 144.91115895267558"
47540,3537,"-37.833308836356196, 144.95511493599952"
47550,3427,"-37.869627838517516, 144.98075092742175"
47577,152,"-37.65847186356098, 145.37429988275576"
47598,2650,"-37.683188809645635, 144.58314601599588"
47600,335,"-37.789149850080896, 145.16196190429966"
47603,340,"-37.77522085033117, 145.16444890575357"
47605,4927,"-37.735998823926714, 144.78056497636288"
47639,4845,"-37.86145083895069, 144.99160792691077"
47640,4846,"-37.86210783945933, 144.996727925013"
47642,4848,"-37.86530783860163, 144.99091692625444"
47646,4852,"-37.86865983864646, 144.99275492551922"
47745,3885,"-37.74304583657595, 144.965012943543"
47750,3662,"-37.8074678407135, 145.0288889256242"
47752,3678,"-37.88340184579954, 145.0900749071968"
47807,4904,"-37.83592483641492, 144.95912293481032"
47809,4906,"-37.834491836504164, 144.96407693478824"
47870,3356,"-37.6740728498325, 145.1663809162871"
45078,2457,"-37.79975283871089, 144.99220293298305"
45131,4527,"-37.813538835276404, 144.94716693935936"
45149,389,"-37.75132586401373, 145.36997287348876"
45219,2589,"-37.71004782310053, 144.77102298064196"
45234,2637,"-37.698565823881275, 144.78638598000325"
45256,3188,"-38.08162486586748, 145.3628468368852"
45261,2043,"-37.7871778481894, 145.13273190967323"
45266,2595,"-37.69192482047973, 144.74423598764017"
45282,4524,"-37.80549183587105, 144.94866094057448"
45305,4485,"-37.79516383419268, 144.93662994321866"
45309,5084,"-38.11342479654349, 144.3428950129161"
45314,5194,"-38.19143380626159, 144.47345398178084"
45316,5192,"-38.1621037993234, 144.3782380015542"
45341,3474,"-37.86352782383458, 144.77099496514305"
45378,4496,"-37.80258183518787, 144.9455369408046"
45381,175,"-37.87308885567061, 145.23294088302092"
45425,838,"-37.81971785002589, 145.152771902742"
45432,2669,"-37.684367808782596, 144.56714601965479"
45469,3989,"-37.80057483456196, 144.93293994325586"
45470,3618,"-37.64377283337944, 144.92900596073216"
45473,4158,"-37.735405836708665, 144.97065394385066"
45479,5603,"-38.111566991101206, 147.0657805367978"
45484,5205,"-38.151395798840745, 144.36732600511783"
45500,5259,"-37.901829815813635, 144.65363598114646"
45515,5802,"-37.5919517612723, 143.84111015489464"
45518,4635,"-37.94188384390243, 145.06016590550567"
45521,3744,"-37.687484840641275, 145.0285899386622"
45522,4981,"-37.84888783169589, 144.88748094585955"
45530,3097,"-37.97831285331853, 145.19249487862086"
45557,6092,"-36.38160785798968, 145.40334001678286"
45574,5935,"-37.35614780391625, 144.5280810609247"
45584,404,"-37.87892085033307, 145.16402289479498"
45671,2632,"-37.7708278241508, 144.77896897304765"
45672,6091,"-36.381264857349834, 145.40077001739184"
45675,5112,"-38.14448679796676, 144.3591920070543"
45705,6688,"-38.194508951626645, 146.54219461819588"
45710,6696,"-38.20062795123477, 146.5351916183376"
45720,5009,"-38.09142179743572, 144.3563720126019"
45724,5014,"-38.12314779778162, 144.35280701032715"
45764,6819,"-38.364380681185324, 142.45962332286524"
45771,4595,"-37.81279483686583, 144.96810893545353"
45774,4599,"-37.81495183625772, 144.9606899372016"
45860,2295,"-37.84068883646446, 144.9557049355296"
45878,3283,"-37.807344832271035, 144.90416094760437"
45881,839,"-37.81982584943611, 145.15017990346075"
45892,2598,"-37.694048821680695, 144.7616449848859"
45897,3419,"-37.910906842078965, 145.0371059133993"
45907,5836,"-37.55846676174165, 143.85840315439384"
45940,4896,"-37.684549843167915, 145.06863793294744"
45945,809,"-37.785342861001084, 145.3142728792418"
45973,3909,"-37.70448184564237, 145.10192492431082"
45983,4928,"-37.744457825287334, 144.80191997189834"
45986,4931,"-37.74409282449397, 144.79889697252923"
45991,4982,"-37.68813480920134, 144.56745001919796"
46006,5004,"-38.065108799443394, 144.38152901131403"
46013,5044,"-38.149924798037745, 144.35385200694168"
46020,2892,"-37.71533682464052, 144.80346897456548"
46060,4186,"-37.70368284588764, 145.10731692319263"
46062,4188,"-37.701038843049446, 145.06930793022917"
46072,4198,"-37.75601783223114, 144.90804295288152"
46077,4205,"-37.77255183329112, 144.9239319474982"
46086,4131,"-37.752024836445344, 144.96473394277757"
46093,4138,"-37.75117983727611, 144.976604941624"
46095,4140,"-37.785469838519425, 144.99481293463924"
46114,4281,"-37.826474842659366, 145.0510819204142"
46119,4286,"-37.84326284207481, 145.0411729193693"
46123,6207,"-36.76087178349597, 144.2754691646477"
46139,5804,"-37.67560380021287, 144.43596704259676"
46213,4912,"-37.83910383714472, 144.96339393431623"
46231,2923,"-37.81102483587858, 144.9588999372298"
46278,4326,"-37.80996584327307, 145.05741092069013"
46302,3034,"-37.99416284246299, 145.03416990436585"
46325,4319,"-37.7235108311744, 144.8910729590305"
46330,4953,"-37.795902826952585, 144.83029996219017"
46331,4954,"-37.79623682786817, 144.83323296151718"
46341,4235,"-37.8032458315565, 144.89239894951166"
46382,469,"-37.873039849734155, 145.15559889627843"
46396,1057,"-37.7958038362467, 144.95804293960168"
46420,2168,"-37.69021183540194, 144.96438594960074"
46445,1390,"-38.21391484923102, 145.10923686741722"
46448,6332,"-37.41307383504734, 144.97939997738507"
46503,2912,"-37.809840836624815, 144.9667549366738"
46515,749,"-38.10528485280775, 145.16763186954176"
46523,2603,"-37.791169831004616, 144.88950595244592"
46536,2414,"-37.86644884164166, 145.02766592025898"
46549,1010,"-37.78057583301125, 144.9147489484702"
46553,6260,"-36.77359878239467, 144.25004416703482"
46562,4097,"-37.893113841040794, 145.0207959185404"
46569,4104,"-37.88215584084244, 145.01571892021218"
46576,577,"-37.85231084974301, 145.14871090011584"
46580,581,"-37.809130848997825, 145.1405639063646"
46614,405,"-37.93773185301238, 145.19435788270414"
46624,416,"-37.82143685138001, 145.17544589861257"
46631,465,"-37.87069884888937, 145.1355119006575"
46639,474,"-37.87319284659349, 145.11074190408036"
46655,4065,"-37.81671484398373, 145.0667219182563"
46666,918,"-37.81338985598602, 145.24754588779805"
46672,637,"-37.79880885842266, 145.28252788239007"
46675,492,"-37.922059852687916, 145.18618188626013"
46684,656,"-37.96663785304251, 145.18720588133496"
46691,708,"-37.77766784976014, 145.16401290577375"
46706,2511,"-37.82056082798614, 144.83547295756532"
46709,2514,"-37.81023182964039, 144.8608129550667"
46725,780,"-37.85394785820724, 145.26834987883018"
46728,783,"-37.86100985613332, 145.23941188330207"
46732,787,"-37.90033285984273, 145.29452886981048"
46748,818,"-37.787531860935836, 145.31436087886087"
46751,922,"-37.8744868676134, 145.4070738525382"
46754,926,"-37.908806864271554, 145.35472385830417"
46769,2172,"-37.69465383263, 144.91526395829578"
46776,2203,"-37.81688084725598, 145.11503591005473"
46783,2299,"-37.86571283784847, 144.97350292925628"
46789,2720,"-37.736013830587225, 144.88906795825903"
46794,2726,"-37.75084482914348, 144.86197996105741"
46796,2728,"-37.73425982369331, 144.7808669763132"
46813,2624,"-37.770342831037226, 144.8864619552119"
46822,2700,"-37.79842482659084, 144.81826496367356"
46824,2703,"-37.7909528285215, 144.84805095865428"
46825,342,"-37.781327850399904, 145.16339190532628"
46840,289,"-38.047102847975, 145.1139688852183"
46842,293,"-38.04639484928644, 145.12965488167376"
46867,439,"-37.97101385009936, 145.14849488708896"
46868,440,"-37.97850885017867, 145.14695588663693"
46869,441,"-37.983616849742475, 145.14592788677206"
46871,443,"-37.97239685007136, 145.14820788755588"
46878,3792,"-37.770314837408975, 144.97974393863856"
46887,3866,"-37.82810083975047, 145.00985192655"
46891,3871,"-37.73956483810613, 144.9955259393661"
46893,3873,"-37.732866838051976, 144.9909389406931"
46894,3874,"-37.714510838049804, 144.98904094342078"
46897,3877,"-37.74023484038708, 145.02446093363577"
46901,3823,"-37.81414784571764, 145.09230191371176"
46920,4587,"-37.813770836610516, 144.9685559358599"
46926,249,"-38.368215832569085, 144.85699689522355"
46929,253,"-37.987499855536484, 145.21994287244905"
46937,203,"-38.00626185952412, 145.27326386184964"
46939,205,"-38.005074858161464, 145.26363586342177"
46981,2768,"-37.68199683982633, 145.02962193953448"
46982,2769,"-37.69529084122501, 145.04394093598938"
46989,2712,"-37.76891783080404, 144.8775649563128"
46993,837,"-38.18369784786413, 145.08926987429544"
47010,859,"-37.823606859323355, 145.29657087795735"
47020,2423,"-37.88453884396653, 145.0706659102381"
47023,3180,"-37.79465384465257, 145.08486191746422"
47029,268,"-37.92311485357798, 145.19549188470515"
47038,3892,"-37.733770835966816, 144.96313694499648"
47040,3900,"-37.83581282884425, 144.84748395444828"
47042,3905,"-37.82735582715451, 144.8290899580585"
47044,743,"-38.15752685000413, 145.13466086942566"
47065,3818,"-37.86380684530165, 145.08294491053164"
47073,3750,"-37.83345583491178, 144.93277493967236"
47074,4532,"-37.823302837053305, 144.9701339349126"
47085,893,"-37.8323718546607, 145.2200478903125"
47090,900,"-37.804966857021725, 145.25503388744508"
47094,127,"-37.816999853950755, 145.22048589213472"
47099,3313,"-37.77284684263981, 145.0596709248321"
47101,3285,"-37.80558783281119, 144.90558194751713"
47111,3515,"-37.75029983313381, 144.9144759524215"
47117,3561,"-37.908126844715085, 145.0741729075269"
47128,4035,"-37.81735984277542, 145.05936191990497"
47143,2577,"-37.79175882500855, 144.79030196901343"
47149,354,"-37.820816849719115, 145.15287290336033"
47150,3321,"-38.12093486518325, 145.34600283582444"
47165,376,"-37.86274985967471, 145.28827487485316"
47188,3846,"-37.8712118431524, 145.0490919158485"
47191,2946,"-37.749997841588566, 145.04212592946442"
47192,2957,"-37.8985678452639, 145.08874490519517"
47204,4605,"-37.81253183676552, 144.96518793675028"
47217,217,"-38.04393584797307, 145.1116818858539"
47228,230,"-38.14020184957221, 145.12241587261403"
47229,232,"-38.144218848954694, 145.1207108729936"
47231,172,"-37.86979885590007, 145.2376168832168"
47235,179,"-37.88873085992988, 145.2946898712212"
47241,186,"-37.93613485126129, 145.160256889321"
47244,188,"-37.947558851743956, 145.17268688581132"
47246,191,"-37.96763185353646, 145.19519587973787"
47254,139,"-37.82788085830494, 145.28214587949773"
47265,150,"-37.6541468737629, 145.5159538591299"
47288,4461,"-37.78939083531528, 144.94217194312333"
47289,4473,"-37.788357834332395, 144.93146794541553"
47294,3085,"-37.83028385796802, 145.27509188045215"
47308,4056,"-37.80250784378973, 145.0757279177743"
47317,4018,"-37.76812283710026, 144.97231393949858"
47324,412,"-37.80051585124563, 145.17831190099642"
47333,426,"-37.888872851239896, 145.1641458940122"
47341,352,"-37.879891849883386, 145.1469448973513"
47342,353,"-37.8917938498551, 145.14466289695372"
47355,4028,"-37.75933283734678, 144.9744169409388"
47378,680,"-37.77050884594104, 145.09911791735243"
47394,697,"-37.759041847156276, 145.12868691418578"
47399,665,"-38.01348885408967, 145.2057818722729"
47406,610,"-38.059963869359436, 145.40913283126483"
47410,614,"-37.972431856615216, 145.2359968712015"
47448,1246,"-38.02595885725887, 145.25035886365342"
47449,1247,"-38.02624085697623, 145.24616786457563"
47452,3788,"-37.76949183476062, 144.94442094522137"
47479,676,"-37.95346785417774, 145.20792087821908"
47482,2204,"-37.81752584770587, 145.11928290884958"
47490,3399,"-37.84569183833498, 144.98502992906757"
47491,3400,"-37.84828383783808, 144.98455592961926"
47529,325,"-37.78743184717377, 145.12486891164085"
47535,334,"-37.78720084878462, 145.14544290837836"
47553,3060,"-37.74515883843409, 145.00282293770744"
47558,2983,"-37.846402838405076, 144.99066892816484"
47560,2986,"-37.850495839823886, 145.0028199257962"
47562,3001,"-37.8131188406746, 145.0235179267364"
47572,1000,"-37.737314830950965, 144.89233795734646"
47578,161,"-37.85447585047299, 145.16537689652577"
47590,272,"-38.1456688495834, 145.12641087158443"
47596,2433,"-37.861011840387896, 145.01497792237947"
47601,338,"-37.79041885076868, 145.1735129029668"
47621,3711,"-37.97482984476342, 145.07276290011572"
47633,2317,"-37.90638683978411, 145.00837791884535"
47651,4857,"-37.85808983826519, 144.98368292795075"
47670,4815,"-37.8103228389459, 144.99837493089836"
47678,4823,"-37.81158483906931, 144.99743093088856"
47681,4828,"-37.81814783882533, 144.9992539303203"
47687,1081,"-37.913312858601735, 145.27243687142504"
47690,4716,"-37.899676848569136, 145.129210898744"
47692,711,"-37.70416484926192, 145.15400691558963"
47697,717,"-37.7141068490837, 145.14844491565555"
47699,719,"-37.72700684614484, 145.11358892007885"
47707,731,"-38.14666285067689, 145.13573587031837"
47714,3397,"-37.83830783789962, 144.9865309303218"
47728,3944,"-37.853687846473825, 145.09815290876696"
47732,3953,"-37.92149983967133, 144.99367691964756"
47734,3955,"-37.909865840094255, 145.004198919299"
47771,3605,"-37.76373983390897, 144.9254999491238"
47788,2948,"-37.763412841019615, 145.03593392927237"
47806,4903,"-37.8366388359853, 144.95664293577858"
47812,4909,"-37.84215583639523, 144.9592089340556"
47814,4299,"-37.75707184173908, 145.04497192816262"
47828,4251,"-37.81281183075304, 144.8834719505682"
47836,2339,"-37.95901184338701, 145.05306990489532"
47858,3341,"-37.714469843886306, 145.08286092685145"
47860,3345,"-37.704348845553945, 145.10068592455423"
47878,4698,"-37.9295988488839, 145.12758889594872"
47879,4699,"-37.929898848386436, 145.13003489484538"
47882,4702,"-37.94325284954057, 145.14015089211694"
47884,4705,"-37.913652848963174, 145.13220089590203"
47888,4408,"-37.79714583661757, 144.96756393729405"
47890,4410,"-37.79772683717709, 144.97289593662285"
47897,4419,"-37.805368836786855, 144.97362593610856"
47900,4424,"-37.783757836720866, 144.96982993904857"
47911,124,"-37.81669485381301, 145.2075998934888"
47916,3638,"-37.93642684403726, 145.06134390624413"
47926,3922,"-37.8222718468849, 145.1140129092732"
47932,3852,"-37.87711584542927, 145.08528590806185"
47940,3863,"-37.81579783930587, 145.00899492836737"
47942,4081,"-37.880867841728694, 145.03006991809426"
47949,4089,"-37.88602084025738, 145.01495091968997"
47963,2875,"-37.733637825875405, 144.8185839705325"
47965,2921,"-37.80958083629142, 144.96383193746797"
47968,3221,"-37.74036083900159, 145.00362193762783"
47973,4441,"-37.808512837741475, 144.9767579349517"
47981,4149,"-37.799438838441, 144.9890559338209"
47990,4671,"-37.77246584015884, 145.02629193068293"
47992,4256,"-37.800607831758136, 144.89707295002816"
48038,2501,"-37.789134833367, 144.92292794649651"
48044,4719,"-37.912164846662186, 145.10301890205687"
